ORD.,SIGA,GRUPO,GRUPO MATERIAL/SERVIÇO,CLASSE,CLASSE MATERIAL/SERVIÇO,"Nº TOMBO
ANTERIOR",ORIGEM anterior,"Nº TOMBO
ATUAL",ORIGEM ATUAL,NED,NF,VALOR,DESCRIÇÃO DO MATERIAL ( SISTEMA),DESCRIÇÃO RESUMIDA,QUANTIDADE,SITUAÇÃO,GALPÃO,ESTOQUE,SAÍDA,SALDO
58,275611,73," EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA",20,RECIPIENTES E UTENSÍLIOS DE COZINHA,40605,STDS,,,,,,"MOEDOR DE CARNE, INDUSTRIAL, BANDEJA, BOCA AÇO INOX AISI 304, DIÂMETRO 22 CM, CAPACIDADE PARA MOER 200 KG/HORA, MOTOR POTENCIA 1/2 CV, ACOMPANHA: 1 SOCADOR,1 DISCO 39 DE 1/8"" E 1 DISCO",MOEDOR INDUSTRIAL,1,BOM,SEAS,1,0,1
59,FALTA,73," EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA",20,RECIPIENTES E UTENSÍLIOS DE COZINHA,48060,STDS,,,,,,"AMACIADOR DE CARNE, • MOTOR: 1/2 HP - 368W - 50/60 HZ, • VOLTAGEM: 110/220V (COM CHAVE SELETORA)., • MONOFÁSICO., • CAPACIDADE DE PRODUÇÃO ATÉ 400 KG/H., • ESTRUTURA TOTALMENTE EM AÇO INOXIDÁVEL. / COMPRIMENTO: 420MM, • ALTURA: 470MM, • LARGURA: 230MM, • PESO LÍQUIDO: 25,5 KG",AMACIADOR DE CARNE,1,BOM,SEAS,1,0,1
60,FALTA,73," EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA",10,EQUIPAMENTOS DE COZINHA ,48907,STDS,,,,,,COIFA INDUSTRIAL CENTRAL,COIFA INDUSTRIAL CENTRAL,1,BOM,SEAS,1,0,1
61,FALTA,73," EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA",10,EQUIPAMENTOS DE COZINHA ,46915,STDS,,,,,,MESA COM 2 CUBAS EM INOX,MESA COM 2 CUBAS EM INOX,1,BOM,,1,0,1
,68900,73," EQUIPAMENTOS PARA REFEITÓRIO, COPA E COZINHA",20,RECIPIENTES E UTENSÍLIOS DE COZINHA,48859,STDS,,,,,,"MULTIPROCESSADOR, 02 VELOCIDADES, 530 W,",MULTI PROCESSADOR INDUSTRIAL,1,BOM,SEAS,1,1,0
62,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47516,STDS,,,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,1,0
63,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47506,STDS,*,,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
63,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47512,STDS,07574,SEAS,-,-,-,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,1,0
64,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",46602,STDS,/,,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,REGULAR,SEAS,1,1,0
65,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47537,STDS,00998,SEAS,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
66,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47536,STDS,*,,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
67,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47505,STDS,00992,,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,1,0
68,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47509,STDS,*,,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
69,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47528,STDS,*,,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
69,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47530,STDS,*,,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
70,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47531,STDS,00999,SEAS,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,1,0
71,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47532,STDS,00996,SEAS,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
72,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47515,STDS,00993,SEAS,-,-,-,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,1,0
74,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47523,STDS,00994,SEAS,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,1,0
75,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47527,STDS,1000,SEAS,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,1,0
77,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47529,STDS,00995,SEAS,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,1,0
78,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47522,STDS,00997,SEAS,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
79,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47517,STDS,1044,SEAS,-,-,-,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,1,0
80,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47514,STDS,*,,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
81,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47504,STDS,7329,SEAS,-,-,-,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,1,0
82,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47526,STDS,*,,,,,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47474,STDS,-,-,-,-,-,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47479,STDS,-,-,-,-,-,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",46061,STDS,-,-,-,-,-,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47478,STDS,-,-,-,-,-,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47476,STDS,-,-,-,-,-,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",46059,STDS,-,-,-,-,-,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
,784144,41," EQUIPAMENTOS PARA REFRIGERAÇÃO, CONDICIONAMENTO E PURIFICAÇÃO DE AR",10,"EQUIPAMENTOS DE REFRIGERAÇÃO
",47471,STDS,-,-,-,-,-,"BEBEDOURO, COMUM, COMPATÍVEL PARA GARRAFÃO DE 20 LITROS (SISTEMA DE ABERTURA GARRAFÃO AUTOMÁTICA), TEMPERATURA DA ÁGUA 9-12 GRAUS, COLUNA, CAPACIDADE DE ÁGUA GELADA ATE 20 LITROS, 02 TORNEIRAS (1 ÁGUA NATURAL, 1 ÁGUA GELADA) COM FILTRO, ALTA CAPACIDADE DE REFRIGERAÇÃO COM COMPRESSOR HERMÉTICO, MÍNIMO DE 136,50 CM DE ALTURA (COM GARRAFÃO), MÍNIMO DE 31 CM DE LARGURA, 85 A 112W, COR BRANCA",BEBEDOURO GELAGUA COLUNA,1,BOM,SEAS,1,0,1
